,year,artists,duration_ms,name,popularity
19799,2020,['Future'],181040,Rockstar Chainz,71
19800,2020,['BTS'],239722,Dis-ease,83
19801,2020,"['21 Savage', 'Metro Boomin', 'Young Thug']",190331,Rich Nigga Shit (feat. Young Thug),78
19802,2020,['Alexander 23'],184638,IDK You Yet,83
19803,2020,"['Polo G', 'Stunna 4 Vegas', 'NLE Choppa', 'Mike WiLL Made-It']",165726,Go Stupid,77
19804,2020,['KAROL G'],189653,"Ay, DiOs Mío!",91
19805,2020,"['Future', 'Lil Uzi Vert']",204117,She Never Been To Pluto,71
32225,1988,['Roxette'],328093,Listen To Your Heart,74
32650,1990,['Soda Stereo'],212747,De Música Ligera - Remasterizado 2007,72
33731,1996,['Mr. President'],218733,Coco Jamboo,72
33933,1997,['Andrés Calamaro'],277653,Flaca,74
34167,1998,['Pancho Barraza'],232664,Mi Enemigo El Amor,70
34542,2000,['La Oreja de Van Gogh'],247693,La Playa,70
34642,2000,['Westlife'],231760,My Love,71
34727,2001,['Manu Chao'],239987,Me Gustas Tu,71
35061,2002,['Robbie Williams'],263867,Feel,73
35255,2003,['Zoé'],203627,Love,70
35335,2004,"['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']",219520,Solo Quédate En Silencio,70
35356,2004,['Maroon 5'],276787,She Will Be Loved - Acoustic,71
35449,2004,['Ludovico Einaudi'],203800,Una Mattina,70
35643,2005,['Mœnia'],219533,Ni Tú Ni Nadie,70
35723,2006,['Maná'],264720,Bendita Tu Luz,70
35788,2006,['Billy Talent'],198173,Red Flag,70
35886,2006,['Julieta Venegas'],205413,Limón y Sal,70
35887,2006,['Don Omar'],229027,Ojitos Chiquitos,70
36121,2008,['AC/DC'],261507,Rock N Roll Train,70
36142,2008,['The All-American Rejects'],213107,Gives You Hell,71
36206,2008,['Daddy Yankee'],239920,Llamado de Emergencia,70
36246,2008,['Alexander Acha'],233493,Te amo,71
36454,2009,['Timbiriche'],184947,Con Todos Menos Conmigo,70
36461,2009,['Alejandro Fernández'],188893,Me Hace Tanto Bien,70
36534,2010,['Camila'],205160,Mientes,71
36536,2010,['Black Eyed Peas'],307640,The Time (Dirty Bit),70
36613,2010,['Inner Circle'],227067,Sweat (A La La La La Long),71
36737,2011,"['Ricardo Arjona', 'Gaby Moreno']",265307,Fuiste Tú (feat. Gaby Moreno),74
36752,2011,"['Lykke Li', 'The Magician']",280070,I Follow Rivers - The Magician Remix,73
36778,2011,['Britney Spears'],225080,Criminal,71
36807,2011,"['Lil Wayne', 'Bruno Mars']",228093,Mirror,70
36846,2011,['Scorpions'],403453,Still Loving You,74
36858,2011,['Metronomy'],277653,The Look,71
36867,2011,['Reik'],163333,Creo en Ti,72
36877,2011,['Yuridia'],211373,Ya Te Olvidé,70
36905,2011,"['Taio Cruz', 'Flo Rida']",244907,Hangover,73
36914,2011,"['Rihanna', 'Calvin Harris']",215227,We Found Love,72
36931,2012,['One Direction'],182040,Over Again,70
36948,2012,['Linkin Park'],205400,CASTLE OF GLASS,72
36951,2012,['Little Mix'],221720,Wings,70
36973,2012,['Taylor Swift'],232120,22,70
37007,2012,"['Macklemore', 'Ryan Lewis', 'Wanz']",235613,Thrift Shop (feat. Wanz),71
37009,2012,"['Wisin & Yandel', 'Chris Brown', 'T-Pain']",274947,Algo Me Gusta De Ti,70
37018,2012,['Katy Perry'],259040,The One That Got Away - Acoustic,70
37083,2012,['Daddy Yankee'],224693,Limbo,70
37084,2012,['Carla Morrison'],244973,Disfruto,72
37134,2013,['One Direction'],175480,Happily,70
37143,2013,"['Katy Perry', 'Juicy J']",215672,Dark Horse,72
37162,2013,['One Direction'],184373,Strong,71
37178,2013,['Katy Perry'],228879,Unconditionally,70
37193,2013,"['Daft Punk', 'Pharrell Williams']",353893,Lose Yourself to Dance (feat. Pharrell Williams),70
37207,2013,['Marc Anthony'],280453,Flor Pálida,71
37225,2013,['Fall Out Boy'],186827,My Songs Know What You Did In The Dark (Light Em Up),71
37324,2014,['One Direction'],174080,Fireproof,70
37333,2014,['Ed Sheeran'],241347,Tenerife Sea,70
37338,2014,['One Direction'],229040,Where Do Broken Hearts Go,70
37351,2014,['BTS'],239470,Just One Day,70
37369,2014,['Cyndi Lauper'],243067,Time After Time,71
37372,2014,['Tom Rosenthal'],191352,It's Ok,70
37380,2014,['Selena Gomez'],227373,The Heart Wants What It Wants,70
37396,2014,"['Imagine Dragons', 'Kendrick Lamar']",276040,Radioactive,71
37423,2014,"['Calvin Harris', 'Alesso', 'Hurts']",184280,Under Control (feat. Hurts),73
37445,2014,"['Lilly Wood and The Prick', 'Robin Schulz']",189413,Prayer in C - Robin Schulz Radio Edit,70
37520,2015,['Coldplay'],263787,Adventure of a Lifetime,75
37522,2015,"['Cartoon', 'Daniel Levi']",207069,On & On,76
37526,2015,['Tame Impala'],270680,Yes I'm Changing,70
37527,2015,"['Fifth Harmony', 'Kid Ink']",224573,Worth It (feat. Kid Ink),75
37528,2015,['Demi Lovato'],205746,Confident,70
37529,2015,['The Neighbourhood'],235160,Cry Baby,73
37530,2015,['Halsey'],249500,Colors,71
37532,2015,['Twenty One Pilots'],234813,Heavydirtysoul,71
37533,2015,"['Calvin Harris', 'Disciples']",212640,How Deep Is Your Love,77
37534,2015,['Melanie Martinez'],220013,Pacify Her,71
37535,2015,['Elle King'],202173,Ex's & Oh's,72
37537,2015,"['Chris Brown', 'Tyga']",225227,Ayo,73
37538,2015,['Sara Bareilles'],250267,She Used To Be Mine,70
37549,2015,"['Little Mix', 'Jason Derulo']",249810,Secret Love Song (feat. Jason Derulo),77
37551,2015,['Ellie Goulding'],252534,"Love Me Like You Do - From ""Fifty Shades Of Grey""",78
37556,2015,['Melanie Martinez'],217507,Mrs. Potato Head,70
37558,2015,['Justin Bieber'],210160,Purpose,73
37560,2015,['Cage The Elephant'],214387,Cold Cold Cold,70
37570,2015,['Meghan Trainor'],182667,Lips Are Movin,70
37579,2015,['The Neighbourhood'],205280,R.I.P. 2 My Youth,70
37580,2015,['Shawn Mendes'],214533,Life Of The Party,70
37582,2015,['Meghan Trainor'],187920,All About That Bass,72
37594,2015,['Shawn Mendes'],217773,Imagination,75
37595,2015,['Twenty One Pilots'],234947,Hometown,71
37603,2015,['Demi Lovato'],205746,Confident,70
37604,2015,['Little Mix'],206494,Love Me or Leave Me,73
37605,2015,"['Alesso', 'Tove Lo']",210013,Heroes (we could be),72
37606,2015,['Disturbed'],248467,The Sound of Silence,71
37609,2015,"['Robin Schulz', 'Francesco Yates']",219043,Sugar (feat. Francesco Yates),77
37618,2015,['Toby Fox'],156000,MEGALOVANIA,71
37624,2015,['Twenty One Pilots'],253093,Lane Boy,70
37625,2015,['White Noise Baby Sleep'],595106,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",71
37631,2015,['Justin Bieber'],208120,Company,72
37633,2015,"['Shawn Mendes', 'Camila Cabello']",223853,I Know What You Did Last Summer,71
37644,2015,"['Flo Rida', 'Sage The Gemini', 'Lookas']",190186,GDFR (feat. Sage the Gemini & Lookas),71
37651,2015,"['Zedd', 'Jon Bellion']",218293,Beautiful Now,71
37652,2015,['One Direction'],249480,Infinity,71
37653,2015,['Cypis'],249036,Gdzie jest biały węgorz ? (Zejście),72
37677,2015,['One Direction'],196933,Love You Goodbye,70
37682,2015,['One Direction'],209040,A.M.,70
37720,2016,['Kiiara'],225882,Gold,70
37721,2016,"['Drake', 'Rihanna']",263373,Too Good,72
37722,2016,['Astrid S'],208729,Hurts So Good,74
37726,2016,"['Vicetone', 'Cozi Zuehlsdorff']",208562,Nevada,74
37728,2016,"['Kungs', ""Cookin' On 3 Burners""]",195547,This Girl (Kungs Vs. Cookin' On 3 Burners),77
37730,2016,['Kanye West'],301587,Wolves,70
37733,2016,"['SAYGRACE', 'G-Eazy']",201493,You Don't Own Me (feat. G-Eazy),71
37738,2016,['BLACKPINK'],240849,BOOMBAYAH,77
37749,2016,['THE ORAL CIGARETTES'],250973,Kyouran Hey Kids!!,72
37752,2016,['BTS'],217052,Blood Sweat & Tears,75
37758,2016,['ZAYN'],202213,fOoL fOr YoU,71
37759,2016,['Banda MS de Sergio Lizárraga'],176800,Me Vas a Extrañar,71
37761,2016,"['The Weeknd', 'Kendrick Lamar']",231360,Sidewalks,70
37771,2016,"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",251088,Rockabye (feat. Sean Paul & Anne-Marie),76
37772,2016,['The Weeknd'],265600,Secrets,70
37776,2016,['Fifth Harmony'],204013,That's My Girl,71
37777,2016,['Seafret'],229173,Atlantis,73
37781,2016,"['Kygo', 'Labrinth']",230961,Fragile,70
37782,2016,['Red Hot Chili Peppers'],302000,Dark Necessities,73
37784,2016,['Kehlani'],177029,Gangsta,71
37786,2016,"['Kygo', 'Conrad Sewell']",271640,Firestone,77
37796,2016,['BTS'],196506,Save Me,73
37800,2016,['BURNOUT SYNDROMES'],244493,FLY HIGH!!,70
37801,2016,"['Skrillex', 'Rick Ross']",215510,Purple Lamborghini (with Rick Ross),71
37804,2016,"['FRENSHIP', 'Emily Warren']",237707,Capsize,70
37813,2016,['CNCO'],222560,Reggaetón Lento (Bailemos),73
37817,2016,['Reik'],204173,Ya Me Enteré,76
37821,2017,['Taylor Swift'],211853,Look What You Made Me Do,76
37822,2017,['Harry Styles'],229813,Two Ghosts,76
37824,2017,"['Drake', 'Quavo', 'Travis Scott']",236615,Portland,72
37825,2017,['Miley Cyrus'],231907,Malibu,76
37826,2017,"['Hugh Jackman', 'Keala Settle', 'Zac Efron', 'Zendaya', 'The Greatest Showman Ensemble']",302147,The Greatest Show,76
37828,2017,['Declan McKenna'],252307,Brazil,73
37829,2017,['boy pablo'],198000,"Dance, Baby!",71
37830,2017,"['Zara Larsson', 'MNEK']",213428,Never Forget You,75
37831,2017,['HRVY'],198040,Personal,76
37834,2017,"['Luis Fonsi', 'Daddy Yankee', 'Justin Bieber']",228827,Despacito - Remix,73
37835,2017,['Yoke Lore'],204209,Beige,71
37836,2017,"['G-Eazy', 'Halsey']",268867,Him & I (with Halsey),75
37837,2017,['Billie Eilish'],180933,Bored,75
37838,2017,"['Tyler, The Creator']",224893,Glitter,70
37839,2017,['Ed Sheeran'],261154,Castle on the Hill,77
37841,2017,"['Trippie Redd', 'Travis Scott']",256163,Dark Knight Dummo (Feat. Travis Scott),70
37842,2017,['Billie Eilish'],177523,watch,75
37843,2017,"['Kendrick Lamar', 'Rihanna']",227360,LOYALTY. FEAT. RIHANNA.,71
37844,2017,"['Bruno Mars', 'Cardi B']",217289,Finesse - Remix; feat. Cardi B,75
37845,2017,['Joey Bada$$'],207059,DEVASTATED,70
37846,2017,['Lil Peep'],154815,Better Off (Dying),73
37847,2017,"['Josh A', 'Iamjakehill']",181728,Suicidal Thoughts,74
37848,2017,['Harry Styles'],227200,Meet Me in the Hallway,74
37852,2017,['Ayo & Teo'],238587,Rolex,77
37853,2017,"['Hugh Jackman', 'Zac Efron']",214373,The Other Side,74
37854,2017,"['Super Yei', 'Towy', 'Osquel', 'Beltito', 'Sammy & Falsetto']",260545,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",86
37855,2017,['Cuco'],312000,Lo Que Siento,71
37856,2017,['The Living Tombstone'],230895,My Ordinary Life,71
37857,2017,"['Gwen Stefani', 'Blake Shelton']",156773,You Make It Feel Like Christmas (feat. Blake Shelton),73
37858,2017,['Jaymes Young'],237720,Infinity,78
37859,2017,['Lorde'],171728,Liability,73
37860,2017,['Ed Sheeran'],170827,Galway Girl,78
37862,2017,"['Romeo Santos', 'Ozuna']",198332,Sobredosis (feat. Ozuna),77
37863,2017,"['Sam Tinnesz', 'Yacht Money']",180691,Play with Fire (feat. Yacht Money),75
37864,2017,['Anna Clendening'],238576,Boys Like You - Acoustic,73
37865,2017,"['Gryffin', 'ILLENIUM', 'Daya']",248156,Feel Good (feat. Daya),71
37866,2017,['Paramore'],182693,Hard Times,72
37867,2017,['blackbear'],211128,i miss the old u,70
37868,2017,['Lil Peep'],224053,U Said,73
37870,2017,['Ghostemane'],124539,Mercury: Retrograde,74
37873,2017,['Khalid'],250747,American Teen,70
37874,2017,"['ZAYN', 'Taylor Swift']",247160,I Don’t Wanna Live Forever (Fifty Shades Darker),78
37876,2017,"['Anthony Gonzalez', 'Gael Garcia Bernal']",112205,Un Poco Loco,70
37877,2017,"['Famous Dex', 'A$AP Rocky']",191252,PICK IT UP (feat. A$AP Rocky),70
37878,2017,['Weather Factory'],152563,Deep Thunderstorm,70
37879,2017,['Ruth B.'],303653,If By Chance,73
37880,2017,"['Frank Ocean', 'JAY-Z', 'Tyler, The Creator']",277521,Biking,70
37881,2017,['Sample Rain Library'],158655,Cozy Rain,72
37882,2017,['Michael Jackson'],358053,Thriller,73
37883,2017,"['21 Savage', 'Offset', 'Metro Boomin', 'Travis Scott']",268933,Ghostface Killers,72
37884,2017,"['Macklemore', 'Kesha']",240507,Good Old Days (feat. Kesha),71
37886,2017,"['Steven Universe', 'Rebecca Sugar']",143630,Love Like You (feat. Rebecca Sugar) - End Credits,70
37887,2017,['Drake'],283551,Do Not Disturb,71
37888,2017,['Mother Nature Sound FX'],175314,Florida Rain Storm,70
37889,2017,['Kendrick Lamar'],208733,ELEMENT.,70
37890,2017,"['J Balvin', 'Willy William']",189440,Mi Gente,72
37891,2017,"['Zac Efron', 'Zendaya']",217440,Rewrite The Stars,76
37892,2017,"['Jason Derulo', 'Nicki Minaj', 'Ty Dolla $ign']",216409,Swalla (feat. Nicki Minaj & Ty Dolla $ign),77
37893,2017,['Axwell /\\ Ingrosso'],203000,More Than You Know,79
37894,2017,['khai dreams'],101000,Lost in You,70
37896,2017,['Two Feet'],181467,Love Is a Bitch,77
37897,2017,['Idealism'],108000,controlla,72
37901,2017,['Novo Amor'],257533,Anchor,73
37902,2017,['Halsey'],101790,Walls Could Talk,72
37903,2017,['Jaden'],468168,Ninety,70
37904,2017,['Christian Nodal'],199320,Adiós Amor,75
37905,2017,"['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean', 'Funk Wav']",223413,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",75
37909,2017,['Thunderstorm Sound Bank'],191781,Monsun Thunderstorm,71
37910,2017,['Ruth B.'],233720,Dandelions,71
37913,2017,['Lorde'],234653,Green Light,73
37915,2017,['BTS'],274097,Spring Day,76
37916,2017,['Jaden'],220996,Icon,72
37917,2017,['Harry Styles'],278800,Woman,72
37918,2017,['The Score'],189120,Legend,73
37921,2017,"['Martin Garrix', 'Dua Lipa']",220883,Scared to Be Lonely,79
37922,2017,['The Score'],192107,Unstoppable,74
37925,2017,"['NAV', 'The Weeknd']",179773,Some Way,70
37926,2017,['Romeo Santos'],234829,Imitadora,74
37927,2017,"['XXXTENTACION', 'Ski Mask The Slump God']",169979,RIP Roach,70
37929,2017,"['prxz', 'Shiloh Dynasty']",133277,Love Is More Depressing Than Depression,71
37930,2017,['potsu'],142183,[oops],70
37931,2017,['Weather Factory'],200693,Calm Rain & Thunder,70
37933,2017,['P!nk'],269600,What About Us,75
37934,2017,['Banda MS de Sergio Lizárraga'],202560,El Color de Tus Ojos,74
37935,2017,"['Lil Peep', 'Lil Tracy']",155693,White Wine,70
37937,2017,['beabadoobee'],126825,Coffee,72
37938,2017,['Zara Larsson'],201122,Lush Life,77
37941,2017,['Lil Peep'],216041,The Brightside,72
37942,2017,"[""Rag'n'Bone Man""]",200187,Human,77
37943,2017,['Taylor Swift'],208187,...Ready For It?,71
37944,2017,"['Noah Cyrus', 'XXXTENTACION']",193962,Again (feat. XXXTENTACION),72
37946,2017,['Dennis Lloyd'],156600,Nevermind,77
37951,2017,"['Eminem', 'Ed Sheeran']",221013,River (feat. Ed Sheeran),75
37952,2017,['Declan McKenna'],220707,Why Do You Feel So Down,70
37953,2017,"['The Vamps', 'Matoma']",197640,All Night,75
37955,2017,['Billie Eilish'],204770,party favor,72
37956,2017,['Mac Ayres'],314358,Easy,71
37960,2017,['Taylor Swift'],233627,Getaway Car,71
37961,2017,['Ed Sheeran'],238440,Dive,75
37963,2017,"['Pouya', 'Ghostemane']",163371,1000 Rounds,71
37966,2017,['Kenshi Yonezu'],238533,ピースサイン,72
37969,2017,['XXXTENTACION'],163202,Save Me,71
37970,2017,"['Meek Mill', 'YG', 'Snoop Dogg']",199747,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",73
37971,2017,['BLACKPINK'],213264,As If It's Your Last,78
37972,2017,['The Rain Library'],187291,White Noise Rain Sound,70
37976,2017,['Harry Styles'],189613,Carolina,72
37979,2017,"['Hugh Jackman', 'The Greatest Showman Ensemble']",349560,From Now On,73
37981,2017,['Ghostemane'],140038,Squeeze,71
37990,2017,['Taylor Swift'],238253,I Did Something Bad,70
37991,2017,['Ozuna'],226520,Dile Que Tu Me Quieres,72
37996,2017,"['Skrillex', 'Kendrick Lamar']",156800,HUMBLE. - SKRILLEX REMIX,73
37997,2017,['Lil Peep'],250267,Kiss,70
37998,2017,['MISSIO'],222707,Twisted,70
37999,2017,"['Migos', 'Marshmello']",214587,Danger (with Migos & Marshmello),71
38003,2017,"['Mura Masa', 'A$AP Rocky']",192160,Love$ick (feat. A$AP Rocky),74
38004,2017,['Harry Styles'],291080,Only Angel,71
38006,2017,['Ruth B.'],276067,Lost Boy,71
38008,2017,['Meghan Trainor'],181240,Me Too,72
38013,2017,"['Taylor Swift', 'Ed Sheeran', 'Future']",244827,End Game,70
38015,2017,"['Wisin', 'Ozuna']",232787,Escápate Conmigo (feat. Ozuna),74
38017,2017,['Harry Styles'],253387,Ever Since New York,71
38019,2017,"['A$AP Ferg', 'Nicki Minaj']",202636,Plain Jane REMIX (feat. Nicki Minaj),73
38020,2018,"['K/DA', 'Madison Beer', '(G)I-DLE', 'Jaira Burns', 'League of Legends']",191100,POP/STARS,79
38021,2018,"['Migos', 'Nicki Minaj', 'Cardi B']",303077,MotorSport,74
38022,2018,['Queen Naija'],219136,Medicine,71
38023,2018,['Luke Combs'],191987,"Houston, We Got a Problem",70
38024,2018,['Rico Nasty'],138353,Smack A Bitch,72
38025,2018,['Twenty One Pilots'],324467,Chlorine,77
38026,2018,['Kenny Chesney'],199625,Get Along,70
38027,2018,"['NAV', 'Travis Scott']",195053,Champion (feat. Travis Scott),74
38028,2018,['Crafting Audio'],162407,Cabin Noise Focus,74
38029,2018,['Famous Dex'],142000,JAPAN,73
38030,2018,['Eli Young Band'],186119,Love Ain't,70
38031,2018,['UMI'],199227,Remember Me,73
38032,2018,['Lil Xan'],187173,Betrayed,74
38033,2018,['gianni & kyle'],181710,5 shots,72
38034,2018,['Daniel Caesar'],231964,Who Hurt You?,72
38035,2018,"['Teqkoi', 'Aiko']",103400,You Broke My Heart Again,75
38036,2018,['Lewis Capaldi'],182161,Someone You Loved,81
38037,2018,['Jordan Davis'],182667,Singles You Up,70
38038,2018,['Ruel'],189608,Dazed & Confused,73
38039,2018,"['Bazzi', 'Camila Cabello']",180000,Beautiful (feat. Camila Cabello),77
38040,2018,"['Blackway', 'Black Caviar']",222307,What's Up Danger (with Black Caviar),75
38041,2018,['Conan Gray'],204120,Crush Culture,74
38043,2018,['Leon Bridges'],240600,Beyond,73
38044,2018,"['Marshmello', 'Lil Peep']",177600,Spotlight,76
38045,2018,['BETWEEN FRIENDS'],235226,affection,73
38046,2018,['George Ezra'],201287,Shotgun,79
38047,2018,['5 Seconds of Summer'],197411,Ghost Of You,76
38048,2018,['Ariana Grande'],198160,breathin,76
38049,2018,"['The Weeknd', 'Kendrick Lamar']",211440,Pray For Me (with Kendrick Lamar),75
38050,2018,"['Lil Wayne', 'Swizz Beatz']",194184,Uproar,71
38051,2018,['Vance Joy'],214720,Saturday Sun,72
38052,2018,"['NOTD', 'Felix Jaehn', 'Captain Cuts', 'Georgia Ku']",190302,So Close,75
38053,2018,['Bazzi'],148230,Fantasy,77
38054,2018,"['Lil Dicky', 'Chris Brown']",216632,Freaky Friday (feat. Chris Brown),74
38055,2018,['Imagine Dragons'],260773,Bad Liar,82
38056,2018,['Yung Gravy'],211150,Mr. Clean,71
38057,2018,['BLACKPINK'],209355,DDU-DU DDU-DU,77
38058,2018,['Beach Bunny'],164165,Sports,71
38060,2018,['Kacey Musgraves'],198453,Golden Hour,70
38061,2018,"['Gunna', 'Lil Baby']",166368,Sold Out Dates (feat. Lil Baby),71
38062,2018,['ilyTOMMY'],95709,Princess Bubblegum,72
38063,2018,"['Louis The Child', 'Wafia']",222866,Better Not (with Wafia),71
38064,2018,['Dan + Shay'],195987,Tequila,70
38065,2018,['Shawn Mendes'],211360,In My Blood,78
38066,2018,['Post Malone'],206453,Rich & Sad,72
38067,2018,"['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",212500,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",79
38068,2018,['Men I Trust'],215111,Show Me How,72
38069,2018,['Fuerza Regida'],200162,Sigo Chambeando,73
38070,2018,['Kacey Musgraves'],246133,Slow Burn,70
38071,2018,"['Lil Wayne', 'Ty Dolla $ign', 'XXXTENTACION']",233000,Scared of the Dark (feat. XXXTENTACION),73
38073,2018,['Everybody Loves an Outlaw'],230613,I See Red,79
38074,2018,['Lennon Stella'],209773,La Di Da,72
38075,2018,['Cuco'],207692,Dontmakemefallinlove,71
38078,2018,['Bad Bunny'],236216,NI BIEN NI MAL,76
38079,2018,['J. Cole'],191437,KOD,71
38080,2018,['Juice WRLD'],187007,Long Gone,70
38081,2018,['BTS'],228615,Euphoria,79
38083,2018,['Bad Bunny'],233128,Otra Noche en Miami,77
38085,2018,['Eminem'],253580,Killshot,73
38086,2018,['Mac Miller'],287040,Ladders,72
38087,2018,['Kacey Musgraves'],219053,Butterflies,70
38088,2018,"['Jay Rock', 'Kendrick Lamar', 'Future', 'James Blake']",229670,"King's Dead (with Kendrick Lamar, Future & James Blake)",72
38089,2018,"['Lil Baby', 'Gunna', 'Drake']",194732,"Never Recover (Lil Baby & Gunna, Drake)",70
38090,2018,"['88rising', 'Joji', 'Rich Brian', 'Higher Brothers', 'AUGUST 08']",280842,Midsummer Madness,73
38091,2018,['Lauren Daigle'],215613,Rescue,70
38092,2018,['Playboi Carti'],211773,Long Time - Intro,70
38093,2018,['Bazzi'],167019,3:15,70
38094,2018,['Wallows'],202627,These Days,72
38097,2018,['Kanye West'],145507,All Mine,71
38098,2018,['Cavetown'],272903,Lemon Boy,72
38099,2018,['LANY'],286928,Malibu Nights,77
38101,2018,['Childish Gambino'],297404,Feels Like Summer,72
38102,2018,['Bazzi'],148260,Why,73
38103,2018,['Joji'],202103,Will He,73
38104,2018,"['Nipsey Hussle', 'Belly', 'Dom Kennedy']",361280,Double Up (feat. Belly and Dom Kennedy),70
38105,2018,"['benny blanco', 'Juice WRLD', 'Brendon Urie']",223543,Roses (with Juice WRLD feat. Brendon Urie),71
38106,2018,['Post Malone'],211427,92 Explorer,71
38107,2018,['Sabrina Carpenter'],179227,Sue Me,74
38109,2018,['Nipsey Hussle'],175040,Grinding All My Life,70
38111,2018,"['Bad Bunny', 'El Alfa']",300579,La Romana,74
38112,2018,['YBN Nahmir'],99108,Bounce Out With That,70
38113,2018,['Sofia Mills'],163902,Coffee Breath,72
38116,2018,['Drake'],205147,Mob Ties,71
38118,2018,"['Future', 'Juice WRLD']",224507,Hard Work Pays Off,70
38119,2018,['Mac Miller'],245640,Hurt Feelings,71
38120,2018,['Post Malone'],221787,Paranoid,72
38121,2018,['Alec Benjamin'],181522,If We Have Each Other,73
38122,2018,"['Cardi B', '21 Savage']",224285,Bartier Cardi (feat. 21 Savage),71
38123,2018,"['Logic', 'Marshmello']",204747,Everyday,73
38124,2018,['Joyner Lucas'],210197,I Love,71
38125,2018,"['Post Malone', 'Nicki Minaj']",206267,Ball For Me (feat. Nicki Minaj),71
38127,2018,['Comethazine'],96064,Walk,70
38128,2018,['Ski Mask The Slump God'],129547,Foot Fungus,70
38130,2018,['Anson Seabra'],199131,Welcome to Wonderland,74
38131,2018,['guardin'],160661,i think you're really cool,70
38132,2018,['XXXTENTACION'],157777,whoa (mind in awe),73
38133,2018,['Zenibly'],150000,Clean & Pure White Noise,74
38135,2018,"['Alina Baraz', 'Khalid']",246327,Electric (feat. Khalid),71
38136,2018,"['Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi', 'Juicy J']",332301,Powerglide (feat. Juicy J) - From SR3MM,70
38138,2018,['Sam Smith'],246735,"Fire On Fire - From ""Watership Down""",78
38139,2018,['Simple Plan'],198333,I'm Just a Kid,73
38141,2018,['Tate McRae'],155205,Teenage Mind,72
38142,2018,['Post Malone'],246987,Over Now,72
38143,2018,['Drake'],214467,I'm Upset,71
38144,2018,"['Bas', 'J. Cole']",238053,Tribe (with J. Cole),71
38145,2018,"['Fatboibari', 'Shiloh']",167993,Moonlight Shawty,70
38146,2018,"['benny blanco', 'Halsey', 'Khalid']",170770,Eastside (with Halsey & Khalid),74
38147,2018,['Saweetie'],109302,ICY GRL,72
38148,2018,['Bishop Briggs'],216133,River,76
38149,2018,['Bad Bunny'],153887,Amorfoda,76
38150,2018,"['Calvin Harris', 'Sam Smith', 'Jessie Reyez']",213309,Promises (with Sam Smith),81
38152,2018,['girl in red'],151693,summer depression,73
38153,2018,['Joji'],179423,TEST DRIVE,72
38154,2018,['Lil Mosey'],139200,Kamikaze,71
38155,2018,['Cavetown'],233785,Fool,70
38156,2018,['bülow'],159453,You & Jennifer,72
38157,2018,['Kiana Ledé'],222387,EX,71
38158,2018,"['Kanye West', 'Lil Pump']",127947,I Love It (& Lil Pump),75
38159,2018,['Roddy Ricch'],214376,Every Season,70
38161,2018,"['City Girls', 'Cardi B']",166476,Twerk (feat. Cardi B),70
38162,2018,"['SadBoyProlific', 'Ivri']",160105,Alone,71
38164,2018,['Alec Benjamin'],181705,Boy In The Bubble,71
38165,2018,['Ski Mask The Slump God'],145760,Catch Me Outside,70
38166,2018,['Roddy Ricch'],157657,Die Young,71
38167,2018,['Limbo'],164000,Airplane Mode,70
38168,2018,"['Anuel AA', 'Romeo Santos']",219357,Ella Quiere Beber - Remix,77
38169,2018,['Lil Peep'],244907,16 Lines,73
38170,2018,['Doja Cat'],190920,Candy,74
38171,2018,['Denzel Curry'],231333,CLOUT COBAIN | CLOUT CO13A1N,71
38172,2018,['Playboi Carti'],193973,FlatBed Freestyle,70
38174,2018,"['Ellie Goulding', 'Diplo', 'Swae Lee']",182623,Close To Me (with Diplo) (feat. Swae Lee),74
38175,2018,['Conan Gray'],220867,Lookalike,72
38176,2018,['Demi Lovato'],197893,Sober,74
38177,2018,['Bea Miller'],179147,S.L.U.T.,71
38178,2018,['Mac Miller'],347987,2009,70
38179,2018,['Cardi B'],210787,Be Careful,70
38180,2018,['Billie Eilish'],210376,come out and play,73
38181,2018,['Bazzi'],167553,Myself,75
38185,2018,['Selena Gomez'],207905,Back To You - From 13 Reasons Why – Season 2 Soundtrack,77
38186,2018,"['KYLE', 'Lil Yachty']",252240,iSpy (feat. Lil Yachty),70
38187,2018,['Mac Miller'],288640,What's the Use?,71
38191,2018,"['KYLE', 'Kehlani']",191680,Playinwitme (feat. Kehlani),70
38192,2018,"[""Why Don't We""]",190027,8 Letters,75
38193,2018,"['Lady Gaga', 'Bradley Cooper']",217213,Shallow - Radio Edit,78
38194,2018,['Jacquees'],217387,You,71
38195,2018,['Summer Walker'],98027,Session 32,70
38198,2018,"['Tiësto', 'Dzeko', 'Preme', 'Post Malone']",215760,Jackie Chan,75
38200,2018,"['Adriel Favela', 'Javier Rosas']",176000,La Escuela No Me Gustó,74
38201,2018,"['Madison Beer', 'Offset']",207109,Hurts Like Hell (feat. Offset),72
