,year,artists,duration_ms,name,popularity
18840,2016,['Rachel Platten'],204013,Fight Song,80
18841,2016,['James Arthur'],246880,Can I Be Him,79
18842,2016,['Jon Pardi'],205200,Heartache On The Dance Floor,72
18843,2016,['Jon Pardi'],172253,Night Shift,72
18844,2016,['Nebu Kiniza'],193911,Gassed Up,74
18845,2016,['The Weeknd'],260253,Die For You,77
18846,2016,['Kanye West'],135920,Father Stretch My Hands Pt. 1,75
18847,2016,['A Boogie Wit da Hoodie'],246988,Still Think About You,72
18848,2016,['Jon Pardi'],201893,Dirt On My Boots,72
18849,2016,['Jon Pardi'],202347,Head Over Boots,71
18850,2016,"['Drake', 'WizKid', 'Kyla']",173987,One Dance,81
18851,2016,"['Future', 'The Weeknd']",313547,Low Life (feat. The Weeknd),74
18852,2016,['Frank Ocean'],249668,Self Control,74
18853,2016,"['PARTYNEXTDOOR', 'Drake']",235477,Come and See Me (feat. Drake),74
18854,2016,['Adele'],290907,When We Were Young,74
18855,2016,['Dwayne Johnson'],163893,You're Welcome,74
18856,2016,['Jon Bellion'],217603,All Time Low,70
18857,2016,['Bruno Mars'],225983,24K Magic,78
18858,2016,['Ariana Grande'],244453,Into You,76
18859,2016,['Cuco'],456000,Lover Is a Day,74
18860,2016,['Current Joys'],269143,Kids,74
18861,2016,['Rex Orange County'],206975,Corduroy Dreams,74
